"transaction_id","transaction_date","amount","currency_code","currency_symbol","description","category_id","category_name","is_expense","is_cancelled","is_refund","original_transaction_id","signed_amount","created_at","updated_at"
"135","21/2/2025 17:52:00","39.78","RUB","₽","Оплата Местные продукты Магазин улица #124","26","Местные продукты","t","f","f",,"-39.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"136","17/12/2023 13:57:00","1041.92","RUB","₽","Расход Фитнес Кафе улица #125","21","Фитнес","t","f","f",,"-1041.92","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"137","16/4/2025 02:38:00","93.69","RUB","₽","Заказ Кафе и рестораны Супермаркет на рынке #126","2","Кафе и рестораны","t","f","f",,"-93.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"138","26/12/2024 21:28:00","582.68","TJS","ЅМ","Оплата заказа Сувениры Сайт в центре #127","27","Сувениры","t","f","f",,"-582.68","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"139","19/3/2025 16:23:00","2723.03","RUB","₽","Оплата Аптека Филиал возле дома #128","20","Аптека","t","f","f",,"-2723.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"140","19/4/2024 12:03:00","70.86","RUB","₽","Приобретение Кафе и рестораны Онлайн на рынке #129","2","Кафе и рестораны","t","f","f",,"-70.86","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"141","3/8/2024 01:15:00","588.23","TJS","ЅМ","Покупка Общественный транспорт Сайт в ТЦ #130","5","Общественный транспорт","t","f","f",,"-588.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"142","17/2/2025 18:00:00","1174.89","TJS","ЅМ","Оплата Продукты питания Филиал вокзал #131","1","Продукты питания","t","f","f",,"-1174.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"143","19/12/2024 14:18:00","27106.5","TJS","ЅМ","Заказ Коммунальные услуги Супермаркет онлайн #132","12","Коммунальные услуги","t","f","f",,"-27106.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"144","25/12/2023 08:51:00","39852.69","TJS","ЅМ","Оплата Электроника Ресторан в центре #133","9","Электроника","t","f","f",,"-39852.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"145","9/11/2024 08:33:00","15923.79","TJS","ЅМ","Приобретение Аренда жилья Сайт онлайн #134","24","Аренда жилья","t","f","f",,"-15923.79","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"146","21/8/2024 04:34:00","2037.88","RUB","₽","Заказ Аренда жилья Ресторан онлайн #135","24","Аренда жилья","t","f","f",,"-2037.88","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"147","30/6/2025 18:41:00","339.44","TJS","ЅМ","Заказ Такси Филиал аэропорт #136","4","Такси","t","f","f",,"-339.44","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"148","14/3/2025 11:36:00","1072.35","RUB","₽","Заказ Развлечения Ресторан улица #137","10","Развлечения","t","f","f",,"-1072.35","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"149","18/2/2025 16:25:00","110.82","RUB","₽","Заказ Покупки Аптека в центре #138","7","Покупки","t","f","f",,"-110.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"150","29/12/2023 05:57:00","5756.41","RUB","₽","Приобретение Подарки Аптека возле дома #139","18","Подарки","f","f","f",,"5756.41","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"151","29/5/2024 23:40:00","19044.49","TJS","ЅМ","Расход Аренда жилья Аптека аэропорт #140","24","Аренда жилья","t","f","f",,"-19044.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"152","25/11/2024 09:38:00","69816.52","TJS","ЅМ","Оплата Путешествия Филиал аэропорт #141","15","Путешествия","t","f","t",,"-69816.52","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"153","11/12/2023 14:49:00","676.04","RUB","₽","Оплата заказа Фитнес Офис аэропорт #142","21","Фитнес","t","f","f",,"-676.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"154","18/1/2024 21:11:00","6245.66","TJS","ЅМ","Оплата заказа Развлечения Ресторан возле дома #143","10","Развлечения","t","f","f",,"-6245.66","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"155","16/4/2025 10:20:00","65441.38","RUB","₽","Расход Фриланс Аптека в ТЦ #144","17","Фриланс","f","f","f",,"65441.38","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"156","14/7/2024 18:57:00","1438.27","RUB","₽","Расход Образование Магазин онлайн #145","14","Образование","t","f","f",,"-1438.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"157","11/6/2025 07:05:00","609.21","TJS","ЅМ","Оплата заказа Общественный транспорт Сайт онлайн #146","5","Общественный транспорт","t","f","f",,"-609.21","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"158","20/1/2024 23:38:00","7671.96","RUB","₽","Приобретение Подарки Филиал на рынке #147","18","Подарки","f","f","f",,"7671.96","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"159","21/11/2025 14:06:00","2696.16","RUB","₽","Заказ Электроника Ресторан вокзал #148","9","Электроника","t","f","f",,"-2696.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"160","25/5/2024 22:29:00","430.51","TJS","ЅМ","Оплата заказа Общественный транспорт Аптека вокзал #149","5","Общественный транспорт","t","f","f",,"-430.51","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"161","29/1/2025 00:18:00","16675.78","TJS","ЅМ","Приобретение Коммунальные услуги Филиал возле дома #150","12","Коммунальные услуги","t","f","f",,"-16675.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"162","7/12/2023 13:50:00","1509.41","RUB","₽","Оплата заказа Аптека Приложение улица #151","20","Аптека","t","f","f",,"-1509.41","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"163","3/5/2024 01:52:00","72.68","RUB","₽","Заказ Кафе и рестораны Ресторан онлайн #152","2","Кафе и рестораны","t","f","f",,"-72.68","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"164","19/10/2024 01:01:00","1202.92","RUB","₽","Покупка Красота и здоровье Аптека аэропорт #153","11","Красота и здоровье","t","f","f",,"-1202.92","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"165","7/5/2025 01:56:00","2270.53","RUB","₽","Оплата Одежда и обувь Онлайн вокзал #154","8","Одежда и обувь","t","f","f",,"-2270.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"166","23/10/2024 00:47:00","959.14","RUB","₽","Заказ Аренда жилья Приложение улица #155","24","Аренда жилья","t","f","f",,"-959.14","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"168","20/3/2025 07:52:00","2386.15","RUB","₽","Покупка Одежда и обувь Офис в центре #157","8","Одежда и обувь","t","f","f",,"-2386.15","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"169","11/6/2025 16:19:00","92.32","RUB","₽","Приобретение Кафе и рестораны Супермаркет возле дома #158","2","Кафе и рестораны","t","f","f",,"-92.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"170","1/6/2025 05:27:00","46.63","RUB","₽","Оплата Такси Онлайн вокзал #159","4","Такси","t","f","f",,"-46.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"171","6/10/2025 21:59:00","14360.66","TJS","ЅМ","Приобретение Книги Аптека на рынке #160","22","Книги","t","f","f",,"-14360.66","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"172","5/4/2024 04:53:00","53.71","RUB","₽","Расход Продукты питания Филиал вокзал #161","1","Продукты питания","t","f","f",,"-53.71","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"173","9/10/2025 12:32:00","17563.41","RUB","₽","Заказ Подарки Приложение онлайн #162","18","Подарки","f","f","f",,"17563.41","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"174","5/4/2025 00:15:00","524.69","TJS","ЅМ","Покупка Общественный транспорт Онлайн в центре #163","5","Общественный транспорт","t","f","f",,"-524.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"175","16/6/2024 17:49:00","108.23","RUB","₽","Покупка Сувениры Аптека на рынке #164","27","Сувениры","t","f","f",,"-108.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"176","11/12/2023 03:22:00","5824.39","RUB","₽","Оплата заказа Подарки Приложение в ТЦ #165","18","Подарки","f","f","f",,"5824.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"177","25/10/2025 03:59:00","1592.97","RUB","₽","Покупка Аптека Аптека в ТЦ #166","20","Аптека","t","f","f",,"-1592.97","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"178","16/6/2024 09:47:00","613.37","RUB","₽","Оплата Красота и здоровье Магазин возле дома #167","11","Красота и здоровье","t","f","f",,"-613.37","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"179","6/8/2024 23:24:00","233.08","TJS","ЅМ","Расход Местные продукты Аптека в ТЦ #168","26","Местные продукты","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"180","14/10/2024 11:56:00","9578.75","USD","$","Расход Кафе и рестораны Сайт улица #169","2","Кафе и рестораны","t","f","f",,"-9578.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"181","22/11/2025 11:58:00","13207.87","TJS","ЅМ","Оплата заказа Аренда жилья Филиал возле дома #170","24","Аренда жилья","t","f","f",,"-13207.87","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"182","5/6/2025 20:14:00","14449.16","TJS","ЅМ","Заказ Аптека Супермаркет в центре #171","20","Аптека","t","f","f",,"-14449.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"183","18/3/2025 20:22:00","1899.94","RUB","₽","Расход Онлайн-курсы Онлайн в ТЦ #172","23","Онлайн-курсы","t","f","f",,"-1899.94","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"184","15/3/2025 23:03:00","6780.49","RUB","₽","Оплата заказа Путешествия Онлайн в центре #173","15","Путешествия","t","f","f",,"-6780.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"185","26/9/2025 15:21:00","70.15","RUB","₽","Оплата Такси Супермаркет в центре #174","4","Такси","t","f","f",,"-70.15","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"186","17/2/2024 21:55:00","69.75","RUB","₽","Расход Продукты питания Аптека вокзал #175","1","Продукты питания","t","f","f",,"-69.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"187","19/5/2025 10:33:00","11714.63","RUB","₽","Расход Путешествия Супермаркет вокзал #176","15","Путешествия","t","f","f",,"-11714.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"188","21/5/2024 13:34:00","427.7","TJS","ЅМ","Оплата Местные продукты Сайт улица #177","26","Местные продукты","t","f","f",,"-427.7","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"189","9/9/2024 01:41:00","139.21","RUB","₽","Заказ Кафе и рестораны Кафе улица #178","2","Кафе и рестораны","t","f","f",,"-139.21","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"190","21/6/2024 01:38:00","4273.03","RUB","₽","Расход Электроника Филиал в центре #179","9","Электроника","t","f","f",,"-4273.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"191","6/1/2025 05:57:00","69.62","RUB","₽","Оплата Такси Ресторан аэропорт #180","4","Такси","t","f","f",,"-69.62","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"192","9/4/2025 17:39:00","804.08","RUB","₽","Заказ Развлечения Аптека улица #181","10","Развлечения","t","f","f",,"-804.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"193","16/12/2023 18:09:00","13798.78","RUB","₽","Расход Подарки Онлайн онлайн #182","18","Подарки","f","f","f",,"13798.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"194","26/6/2025 10:31:00","139.96","RUB","₽","Оплата Сувениры Ресторан в центре #183","27","Сувениры","t","f","f",,"-139.96","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"195","28/2/2025 00:08:00","6024.09","RUB","₽","Оплата заказа Электроника Приложение аэропорт #184","9","Электроника","t","f","f",,"-6024.09","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"196","9/10/2025 08:05:00","918379.84","TJS","ЅМ","Заказ Зарплата Онлайн возле дома #185","16","Зарплата","f","f","f",,"918379.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
